Geneid1,Geneid,HD1_Blood,HD2_Blood,HD6_Blood,HD1_1H,HD2_1H,HD6_1H,HD1_2H,HD2_2H,HD6_2H,HD1_4H,HD2_4H,HD6_4H,HD1_6H,HD2_6H,HD6_6H
ENSG00000223972,DDX11L1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000227232,WASH7P,56,51,57,105,85,31,64,30,18,41,45,17,40,48,118
ENSG00000278267,MIR6859-1,8,9,12,1,6,1,2,0,3,0,0,6,1,0,28
ENSG00000243485,MIR1302-2HG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284332,MIR1302-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237613,FAM138A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268020,OR4G4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240361,OR4G11P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186092,OR4F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238009,AL627309.1,2,2,8,2,7,12,4,0,5,1,0,4,0,0,0
ENSG00000239945,AL627309.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233750,CICP27,39,65,95,42,38,44,31,1,38,0,0,23,2,1,7
ENSG00000268903,AL627309.6,312,371,537,486,488,244,340,29,105,2,2,158,2,0,24
ENSG00000269981,AL627309.7,961,1036,1245,1208,955,803,618,73,638,9,4,357,3,4,75
ENSG00000239906,AL627309.2,177,180,99,102,81,62,58,3,51,0,1,29,0,0,14
ENSG00000241860,AL627309.5,74,85,70,56,50,43,29,6,50,1,1,43,0,5,14
ENSG00000222623,RNU6-1100P,2,4,1,2,0,1,0,0,1,0,0,0,0,0,0
ENSG00000241599,AL627309.4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000279928,FO538757.2,0,0,0,2,4,0,6,1,2,7,6,2,6,5,2
ENSG00000279457,FO538757.1,172,130,154,154,200,47,164,160,90,143,140,122,140,133,213
ENSG00000273874,MIR6859-2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228463,AP006222.1,34,28,74,22,20,48,30,6,34,0,8,34,6,0,7
ENSG00000241670,ENSG00000241670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236679,RPL23AP24,11,11,15,20,15,22,26,17,6,14,34,8,13,21,10
ENSG00000236743,ENSG00000236743,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000236601,AL732372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237094,AL732372.2,176,170,126,81,66,126,51,2,111,3,11,48,2,2,24
ENSG00000269732,WBP1LP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278566,ENSG00000278566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224813,ENSG00000224813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233653,CICP7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000250575,AL732372.3,15,12,29,24,4,15,8,1,15,1,0,7,0,0,1
ENSG00000278757,RF00026,4,2,0,7,1,0,1,0,0,0,0,0,0,0,0
ENSG00000230021,AL669831.3,0,0,0,0,4,0,0,0,2,0,0,0,1,0,1
ENSG00000235146,AC114498.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225972,MTND1P23,2,0,1,6,11,1,3,8,0,13,2,5,7,2,24
ENSG00000225630,MTND2P28,1115,1033,879,2628,5873,894,7035,8729,1651,5591,13857,2035,6600,4566,10769
ENSG00000237973,MTCO1P12,40,40,27,62,155,20,212,150,61,146,99,86,160,88,402
ENSG00000278791,MIR6723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229344,MTCO2P12,4,1,0,7,7,3,10,9,4,2,10,3,7,3,10
ENSG00000240409,MTATP8P1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
ENSG00000248527,MTATP6P1,2775,2610,1655,4565,7989,1562,9778,9800,2858,7989,22771,3423,9273,5217,18830
ENSG00000198744,MTCO3P12,4,9,3,4,7,5,6,1,5,9,11,4,9,2,21
ENSG00000268663,WBP1LP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273547,ENSG00000273547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283574,ENSG00000283574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229376,CICP3,0,0,2,0,0,2,4,2,2,2,2,2,0,4,14
ENSG00000228327,AL669831.1,172,176,253,180,218,194,169,100,141,78,123,103,90,47,123
ENSG00000223181,RNU6-1199P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229905,AL669831.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237491,AL669831.5,6,17,9,5,15,8,9,1,10,5,6,15,2,4,75
ENSG00000230092,AL669831.4,5,8,9,7,10,7,13,4,6,2,1,7,1,2,7
ENSG00000177757,FAM87B,1,0,2,5,6,0,4,4,2,0,3,4,6,2,8
ENSG00000228794,LINC01128,32,52,19,52,117,19,251,274,42,201,286,83,288,230,333
ENSG00000225880,LINC00115,12,14,8,2,13,7,15,19,8,6,10,20,4,8,51
ENSG00000230368,FAM41C,0,0,0,0,4,0,4,0,0,9,4,0,5,0,0
ENSG00000234711,TUBB8P11,2,4,4,2,4,2,2,0,0,1,0,0,2,0,4
ENSG00000283040,AL669831.6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0
ENSG00000272438,AL645608.7,0,0,0,2,2,0,0,0,0,0,0,0,2,2,10
ENSG00000230699,AL645608.3,0,0,2,4,0,2,2,6,11,12,9,8,8,6,46
ENSG00000241180,AL645608.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000223764,AL645608.1,0,0,0,6,4,0,6,20,6,8,8,3,10,4,55
ENSG00000187634,SAMD11,0,0,0,10,20,6,28,54,7,20,24,15,26,38,71
ENSG00000188976,NOC2L,106,123,71,504,1129,71,1940,2174,258,2249,3044,321,2527,2574,2632
ENSG00000187961,KLHL17,84,55,48,118,150,28,192,187,49,141,216,55,194,172,426
ENSG00000187583,PLEKHN1,2,6,0,32,129,4,159,227,25,168,304,42,212,294,314
ENSG00000187642,PERM1,0,0,0,5,35,2,29,48,4,56,102,26,64,73,113
ENSG00000272512,AL645608.8,8,4,4,4,16,12,13,20,27,31,20,98,26,23,998
ENSG00000188290,HES4,8,6,14,28,38,30,60,48,54,49,46,100,96,68,494
ENSG00000187608,ISG15,562,689,714,717,865,338,837,362,238,368,236,286,485,366,519
ENSG00000231702,AL645608.4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
ENSG00000224969,AL645608.2,0,0,0,0,0,0,3,2,0,0,0,0,2,2,3
ENSG00000188157,AGRN,90,87,44,767,1986,128,3351,3887,448,3681,4708,782,4290,5462,6003
ENSG00000242590,AL645608.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217801,AL390719.1,1,9,1,34,31,6,110,122,23,100,59,35,131,115,253
ENSG00000273443,AL645608.9,0,0,0,3,3,2,9,9,3,3,7,5,13,7,52
ENSG00000237330,RNF223,0,0,0,30,66,2,112,76,18,137,105,42,129,106,286
ENSG00000131591,C1orf159,36,38,22,72,153,34,194,211,34,192,238,42,237,199,304
ENSG00000223823,LINC01342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207730,MIR200B,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
ENSG00000207607,MIR200A,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14
ENSG00000198976,MIR429,0,0,0,0,2,0,0,0,0,2,0,2,0,3,13
ENSG00000272141,AL390719.2,0,0,0,10,2,0,0,4,4,2,0,6,2,2,76
ENSG00000205231,TTLL10-AS1,0,0,0,0,0,0,2,0,0,2,0,0,4,1,0
ENSG00000162571,TTLL10,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000186891,TNFRSF18,10,6,6,4,32,12,10,38,12,19,23,25,32,30,42
ENSG00000186827,TNFRSF4,14,12,22,6,6,19,4,0,12,2,0,25,0,0,4
ENSG00000078808,SDF4,775,892,1148,1055,1850,710,2428,2592,776,2106,3256,1159,2613,2916,2720
ENSG00000176022,B3GALT6,20,12,22,56,162,24,262,254,20,294,366,34,312,337,355
ENSG00000184163,C1QTNF12,0,2,16,6,8,6,8,2,4,8,0,6,2,4,22
ENSG00000260179,AL162741.1,4,9,15,2,6,8,0,2,4,0,0,1,3,2,10
ENSG00000160087,UBE2J2,419,403,508,557,691,292,874,792,239,731,1016,523,943,1040,803
ENSG00000230415,LINC01786,2,3,2,1,4,4,0,2,2,2,1,0,2,0,14
ENSG00000162572,SCNN1D,14,26,10,18,26,12,39,26,13,16,22,13,20,21,78
ENSG00000131584,ACAP3,467,433,548,499,715,346,777,617,300,444,553,258,652,588,983
ENSG00000278073,MIR6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169972,PUSL1,39,32,25,44,129,29,216,188,28,219,170,35,283,231,187
ENSG00000127054,INTS11,659,696,770,958,1388,433,1800,1858,468,1470,2611,435,1722,1949,2022
ENSG00000283712,MIR6727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240731,AL139287.1,28,19,18,17,33,16,45,43,14,29,34,3,36,15,84
ENSG00000224051,CPTP,86,76,122,149,359,34,626,631,38,600,962,139,725,808,414
ENSG00000169962,TAS1R3,14,8,9,29,80,9,100,128,13,72,115,32,133,133,114
ENSG00000107404,DVL1,92,106,161,653,1839,88,2867,3251,223,2610,4088,491,3353,4104,1914
ENSG00000284372,MIR6808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162576,MXRA8,10,23,4,42,134,13,144,222,41,186,359,43,254,327,309
ENSG00000175756,AURKAIP1,449,464,752,536,890,368,1140,1056,338,985,903,552,1224,1468,935
ENSG00000223663,NDUFB4P8,0,0,4,2,0,0,2,0,0,0,0,0,0,0,2
ENSG00000221978,CCNL2,1881,1852,1996,1945,2557,711,3206,2871,732,2053,2506,1430,2298,2171,5117
ENSG00000224870,AL391244.1,115,143,130,147,269,38,391,468,63,381,568,152,512,454,594
ENSG00000242485,MRPL20,87,132,128,198,408,78,804,921,146,812,1301,207,907,1189,926
ENSG00000264293,RN7SL657P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272455,AL391244.3,6,5,2,18,28,0,28,12,14,16,16,10,18,6,88
ENSG00000235098,ANKRD65,0,0,0,0,0,0,0,4,0,2,2,0,4,0,2
ENSG00000225905,AL391244.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205116,TMEM88B,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000225285,LINC01770,0,0,0,4,11,2,12,32,6,16,23,2,24,30,34
ENSG00000179403,VWA1,0,0,0,140,385,8,819,1031,62,827,1007,134,1031,1092,1098
ENSG00000215915,ATAD3C,2,0,1,11,30,4,90,61,12,83,104,16,102,100,108
ENSG00000160072,ATAD3B,88,107,95,194,396,54,544,498,93,444,361,134,484,413,1031
ENSG00000197785,ATAD3A,21,18,8,162,333,21,466,514,38,515,621,84,601,642,563
ENSG00000205090,TMEM240,2,6,0,2,2,2,6,8,2,10,4,2,10,8,8
ENSG00000160075,SSU72,956,1106,1288,983,1522,942,1930,2032,950,1820,3037,1152,2117,2469,2247
ENSG00000215014,AL645728.1,0,2,0,4,6,0,14,12,2,19,8,4,18,6,14
ENSG00000274481,AL691432.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228594,FNDC10,8,8,2,4,4,2,2,0,2,2,0,0,0,0,2
ENSG00000272106,AL691432.2,20,28,32,20,35,26,60,58,26,47,37,20,46,40,70
ENSG00000197530,MIB2,496,501,554,498,590,304,464,374,188,254,256,142,267,267,452
ENSG00000189409,MMP23B,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000248333,CDK11B,799,845,1032,929,1087,946,1155,1130,891,854,1861,517,1052,972,961
ENSG00000272004,FO704657.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189339,SLC35E2B,792,851,932,811,920,496,1023,863,280,816,1000,223,847,836,764
ENSG00000269737,AL691432.1,54,49,40,41,35,31,27,10,16,13,8,15,10,4,29
ENSG00000215914,MMP23A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008128,CDK11A,94,78,74,101,73,62,72,51,39,20,34,48,25,19,55
ENSG00000268575,AL031282.2,33,40,31,15,36,20,33,14,5,22,26,2,13,22,45
ENSG00000227775,AL031282.1,251,241,134,238,189,47,134,57,33,71,89,23,64,65,100
ENSG00000215790,SLC35E2,48,40,36,27,39,10,41,34,13,76,61,0,35,28,77
ENSG00000008130,NADK,10421,10874,12107,10533,9439,6259,7585,2474,6198,1869,1932,9474,2159,1995,4262
ENSG00000078369,GNB1,4634,5275,6427,5268,6578,4523,8556,7543,5404,7396,12635,12753,8383,8642,8640
ENSG00000231050,AL109917.1,2,0,0,2,4,0,6,16,2,6,21,2,12,11,2
ENSG00000169885,CALML6,0,2,0,1,0,2,0,0,0,0,2,0,2,0,28
ENSG00000178821,TMEM52,0,0,0,6,22,0,44,42,6,50,36,6,42,52,48
ENSG00000142609,CFAP74,0,0,0,0,0,0,0,0,0,0,2,1,2,6,3
ENSG00000233542,AL391845.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187730,GABRD,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000226969,AL391845.1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
ENSG00000067606,PRKCZ,125,102,146,318,535,124,853,844,154,927,1480,157,1027,998,959
ENSG00000271806,AL590822.2,8,14,11,17,7,12,4,8,4,9,4,6,0,4,7
ENSG00000182873,PRKCZ-AS1,92,96,63,51,54,33,47,33,41,22,22,26,9,14,109
ENSG00000162585,FAAP20,144,138,149,115,311,142,359,378,108,300,391,119,429,510,400
ENSG00000234396,AL590822.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157933,SKI,1050,1584,993,1221,1292,784,1270,834,1456,755,1529,1087,784,1145,1015
ENSG00000116151,MORN1,40,26,51,30,51,24,90,87,24,95,139,15,105,81,137
ENSG00000272161,AL589739.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000269896,AL513477.1,27,12,14,14,18,4,31,24,4,60,26,2,42,26,20
ENSG00000272420,AL513477.2,2,2,2,1,2,0,0,3,0,0,0,0,0,1,2
ENSG00000157916,RER1,1107,1195,1331,1062,1530,755,2116,2074,684,1834,2891,958,2399,2496,2339
ENSG00000157911,PEX10,7,4,8,73,181,11,310,303,36,336,451,47,398,449,300
ENSG00000149527,PLCH2,42,52,21,35,83,19,82,76,16,50,56,17,34,43,60
ENSG00000224387,AL139246.1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229393,AL139246.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENSG00000157881,PANK4,238,273,284,289,335,166,397,324,120,289,384,371,272,303,443
ENSG00000197921,HES5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000272449,AL139246.5,28,32,64,36,35,53,64,48,74,26,26,171,40,37,104
ENSG00000238164,TNFRSF14-AS1,314,238,111,203,134,89,129,21,34,15,20,118,15,8,60
ENSG00000157873,TNFRSF14,4457,4111,5021,2479,2309,2067,1419,267,1773,224,85,6874,191,99,2661
ENSG00000225931,AL139246.2,25,37,18,18,7,15,6,0,17,4,0,52,2,4,13
ENSG00000228037,AL139246.3,14,13,13,22,3,10,6,2,4,2,3,4,2,2,9
ENSG00000157870,FAM213B,65,81,88,92,181,29,290,322,64,345,363,191,465,350,565
ENSG00000142606,MMEL1,0,2,6,2,2,2,6,0,0,2,0,0,1,2,0
ENSG00000237058,AL831784.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215912,TTC34,4,4,2,8,8,6,4,2,2,20,22,6,10,14,31
ENSG00000283259,AC242022.1,0,0,0,0,1,0,2,2,0,0,7,0,2,0,0
ENSG00000233234,AL592464.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231630,AL592464.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169717,ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177133,LINC00982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142611,PRDM16,0,0,0,0,0,0,0,0,0,3,0,0,4,2,0
ENSG00000283572,MIR4251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226286,AL008733.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279839,AL512383.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272235,AL590438.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130762,ARHGEF16,0,0,4,175,408,21,738,865,82,594,768,120,880,793,752
ENSG00000272088,AL512413.1,0,2,0,4,0,2,0,4,0,6,0,3,0,0,2
ENSG00000162591,MEGF6,1068,1014,1426,913,977,668,614,105,489,91,54,213,97,41,163
ENSG00000207776,MIR551A,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000238260,AL513320.1,9,15,10,10,12,5,2,3,1,0,2,6,4,0,6
ENSG00000158109,TPRG1L,1309,1286,1587,1130,1341,640,1674,1409,408,1464,2291,392,1605,1622,1218
ENSG00000116213,WRAP73,466,484,679,323,486,268,508,522,117,426,447,110,501,432,738
ENSG00000078900,TP73,0,2,1,2,8,2,2,2,0,2,14,2,10,11,9
ENSG00000227589,AL136528.1,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0
ENSG00000235131,AL136528.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227372,TP73-AS1,80,74,45,46,98,17,71,54,10,60,20,18,36,24,56
ENSG00000276189,RF02197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162592,CCDC27,0,0,0,0,0,0,2,2,0,2,3,2,2,0,0
ENSG00000235169,SMIM1,2,4,2,3,22,2,27,46,0,28,40,2,37,67,20
ENSG00000130764,LRRC47,150,172,183,246,527,97,797,852,88,771,1034,140,975,893,868
ENSG00000266075,RN7SL574P,4,0,0,0,2,0,0,0,0,0,6,0,0,0,4
ENSG00000272153,AL365330.1,2,5,4,3,0,0,1,6,2,3,2,4,2,3,21
ENSG00000116198,CEP104,177,195,198,312,536,129,930,850,111,920,1449,122,1062,1073,923
ENSG00000169598,DFFB,53,61,55,66,88,38,108,127,40,97,100,22,119,85,268
ENSG00000198912,C1orf174,176,164,128,179,274,72,360,380,77,326,399,121,404,312,650
ENSG00000236423,LINC01134,0,0,0,4,4,0,6,6,0,0,6,2,6,4,8
ENSG00000233304,LINC01346,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0
ENSG00000226374,LINC01345,0,0,0,0,1,0,4,1,0,0,0,0,0,0,4
ENSG00000229280,EEF1DP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235054,LINC01777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227169,Z98747.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232596,LINC01646,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
ENSG00000196581,AJAP1,2,4,8,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000231510,AL691497.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260972,Z98259.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283356,Z97988.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236948,AL365255.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7
ENSG00000264341,MIR4417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000264101,MIR4689,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
ENSG00000131697,NPHP4,114,94,111,156,212,91,315,282,66,304,412,83,329,320,334
ENSG00000069424,KCNAB2,2246,2288,2308,1873,1839,1660,1342,349,1045,273,195,1679,229,194,1083
ENSG00000116254,CHD5,0,0,4,4,20,4,22,14,0,14,18,6,21,6,39
ENSG00000116251,RPL22,320,534,226,1140,2868,240,4116,5385,686,4990,10404,898,5742,6028,6514
ENSG00000226944,AL031847.1,0,0,0,0,2,2,2,3,0,6,4,0,4,0,15
ENSG00000158286,RNF207,10,11,2,35,42,14,74,91,20,100,86,37,110,71,523
ENSG00000116237,ICMT,36,51,32,347,979,38,1876,2358,191,2242,3379,268,2839,2617,2170
ENSG00000225077,LINC00337,0,0,0,0,7,0,4,6,0,16,8,4,4,12,10
ENSG00000173673,HES3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158292,GPR153,6,10,2,125,431,8,896,1039,58,929,1432,65,1216,1208,584
ENSG00000097021,ACOT7,0,4,6,94,354,18,499,683,53,630,945,94,785,912,656
ENSG00000271746,AL031848.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000069812,HES2,0,0,0,2,0,0,2,6,0,0,2,0,2,4,6
ENSG00000187017,ESPN,0,0,5,12,33,0,39,62,6,34,38,6,36,41,43
ENSG00000265392,MIR4252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000231868,AL031848.1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,4
ENSG00000215788,TNFRSF25,210,187,151,128,192,69,124,80,42,107,35,54,84,42,198
ENSG00000171680,PLEKHG5,14,13,10,43,107,16,128,139,38,145,144,50,156,156,285
ENSG00000162408,NOL9,60,62,41,155,262,33,559,564,61,502,613,78,619,470,658
ENSG00000253022,RNU6-731P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229519,AL591866.1,0,0,0,2,0,2,1,0,0,0,0,1,0,0,4
ENSG00000173662,TAS1R1,7,7,7,6,6,10,4,0,3,2,4,4,0,2,4
ENSG00000204859,ZBTB48,660,702,745,635,773,341,795,488,443,418,389,441,397,439,611
ENSG00000162413,KLHL21,1731,1919,2118,1027,1156,768,1176,750,3569,720,628,5487,1021,787,2592
ENSG00000116273,PHF13,122,202,214,201,307,88,367,404,83,267,448,118,365,355,430
ENSG00000041988,THAP3,43,65,46,105,169,22,215,239,46,199,344,83,258,264,338
ENSG00000007923,DNAJC11,42,46,37,232,345,50,713,762,85,777,1308,135,942,773,963
ENSG00000228750,LINC01672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237436,CAMTA1-DT,0,0,0,1,1,0,0,0,2,2,0,0,2,0,4
ENSG00000171735,CAMTA1,19,30,18,96,159,6,244,316,57,241,429,56,358,369,378
ENSG00000227950,AL590128.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000237365,AL512330.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207056,RNU1-8P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237402,CAMTA1-IT1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0
ENSG00000237728,Z97987.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
ENSG00000225126,AL365194.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270171,AL359881.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270035,AL359881.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269978,AL359881.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000049245,VAMP3,971,1057,1202,1022,1413,872,1578,1604,799,1310,2570,500,1529,1729,1737
ENSG00000269925,Z98884.2,19,3,16,7,7,14,11,8,4,7,23,4,8,6,15
ENSG00000049246,PER3,7,16,8,44,125,4,117,209,12,158,360,30,133,190,100
ENSG00000236266,Z98884.1,1,1,0,0,2,0,1,1,0,0,3,0,2,3,2
ENSG00000049247,UTS2,1,4,2,0,0,0,0,2,0,2,2,0,3,0,0
ENSG00000049249,TNFRSF9,244,261,258,179,110,170,126,51,241,28,41,1279,39,15,725
ENSG00000270330,AL009183.1,7,1,2,0,3,0,0,0,2,0,0,0,0,0,0
ENSG00000116288,PARK7,252,274,256,552,1388,183,2106,2603,417,2494,3323,475,2746,3162,2320
ENSG00000200344,RF00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000116285,ERRFI1,8,13,27,2556,11362,484,14540,27257,2784,17444,60323,2197,20157,34828,10103
ENSG00000238290,AL034417.2,0,0,0,3,16,0,21,39,6,23,48,7,20,37,37
ENSG00000232848,AL034417.1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7
ENSG00000229305,AL358876.1,0,0,0,0,2,0,0,6,0,0,2,0,0,2,0
ENSG00000227634,LINC01714,0,0,0,3,8,0,7,8,1,2,18,0,12,13,4
ENSG00000200975,RNU1-7P,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000233645,AL358876.2,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0
ENSG00000251977,RNU6-991P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162426,SLC45A1,0,2,2,0,0,0,4,4,2,0,2,1,4,5,4
ENSG00000252254,RF00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142599,RERE,5439,5794,6682,5892,5017,4281,3826,1346,2228,1061,2138,511,989,1102,1344
ENSG00000232912,AL096855.1,200,149,147,148,108,42,66,7,12,5,0,7,0,2,3
ENSG00000221083,RF00599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000270282,AL096855.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000234619,RPL7P11,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
ENSG00000224315,RPL7P7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000222511,RF00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226545,AL357552.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228423,AL357552.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229716,RPL23AP19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000074800,ENO1,1027,1407,1858,5239,14552,1916,19823,27593,5747,28171,43528,8740,31273,33319,46399
ENSG00000274258,MIR6728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236269,ENSG00000236269,2,0,2,0,5,1,4,0,4,6,2,2,2,2,16
ENSG00000230679,ENO1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
ENSG00000201725,RNU6-304P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238249,HMGN2P17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
ENSG00000232208,AL139415.1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232663,AL139415.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131686,CA6,1,3,3,2,2,5,3,2,6,0,0,0,0,2,4
ENSG00000265141,RN7SL451P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197241,SLC2A7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000142583,SLC2A5,12,4,18,4,11,0,6,2,8,4,4,0,0,2,0
ENSG00000252404,RF00424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
